id_bv;v_D_EUR; p_D_EUR ;v_D_LEG; p_D_EUR ; ecart_D ;nb_LR;nb_RN;nb_Rec;nb_autreDroite;nb_extDroite;partie_dominant
20_53;191; 0,1935 ; 163 ; 0,1425 ;-28;59;75;44;2;11;Rassemblement National
20_54;135; 0,1834 ; 123 ; 0,1217 ;-12;16;71;23;4;21;Rassemblement National
20_55;150; 0,2555 ; 176 ; 0,2093 ;26;20;86;29;4;11;Rassemblement National
20_56;145; 0,2273 ; 144 ; 0,1733 ;-1;33;71;28;3;10;Rassemblement National
20_57;202; 0,2405 ; 164 ; 0,1687 ;-38;65;83;34;3;17;Rassemblement National
20_58;143; 0,1304 ; 144 ; 0,1130 ;1;34;73;20;4;12;Rassemblement National
20_59;181; 0,1552 ; 173 ; 0,1281 ;-8;60;69;36;3;13;Rassemblement National
20_60;162; 0,1824 ; 147 ; 0,1412 ;-15;52;64;28;5;13;Rassemblement National
20_61;123; 0,1382 ; 104 ; 0,0982 ;-19;38;51;20;1;13;Rassemblement National
20_62;134; 0,1665 ; 139 ; 0,1379 ;5;28;60;32;5;9;Rassemblement National
20_63;128; 0,1899 ; 117 ; 0,1277 ;-11;21;64;21;3;19;Rassemblement National
20_64;122; 0,1669 ; 117 ; 0,1315 ;-5;30;56;20;4;12;Rassemblement National
20_65;136; 0,1583 ; 113 ; 0,1144 ;-23;25;52;37;2;20;Rassemblement National
20_66;110; 0,1486 ; 124 ; 0,1372 ;14;29;47;22;6;6;Rassemblement National
20_67;119; 0,1417 ; 109 ; 0,1085 ;-10;26;52;30;2;9;Rassemblement National
20_68;109; 0,1219 ; 101 ; 0,0911 ;-8;33;36;20;5;15;Rassemblement National
20_69;105; 0,1163 ; 100 ; 0,0871 ;-5;16;55;19;4;11;Rassemblement National
20_70;161; 0,1502 ; 140 ; 0,1128 ;-21;45;68;27;4;17;Rassemblement National
20_71;125; 0,1173 ; 118 ; 0,0925 ;-7;20;55;27;3;20;Rassemblement National
20_72;133; 0,1377 ; 119 ; 0,0984 ;-14;32;58;23;6;14;Rassemblement National
20_73;119; 0,1096 ; 104 ; 0,0807 ;-15;30;46;21;1;21;Rassemblement National
20_74;106; 0,0936 ; 98 ; 0,0742 ;-8;31;35;17;2;21;Rassemblement National
20_75;125; 0,1422 ; 115 ; 0,0978 ;-10;30;52;24;3;16;Rassemblement National
20_76;124; 0,1109 ; 115 ; 0,0813 ;-9;28;43;32;5;16;Rassemblement National
